content,svm_sentiment,bayes_sentiment,df_scores,df_score_senti
联想 笔记本 买 ,积极,积极,2.863,积极
运行 速度 买来 工作 选择 好 点 运行 速度 眨眼 快 呢 屏幕 效果 清晰 伤眼 妈妈 不用 担心 视力 问题 呢 散热 性能 上 牌子 散热 问题 补 关心 没有 问题 存在 直接 掉 呢 外形 外观 收到 外箱 觉得 上档次 笔记本 拿 出来 高端 大气 上档次 没有 词语 形象 呢 轻薄 程度 高科技 高性能 高品质 笔记本 想想 会 纸 呢 特色 有 美丽 叫 气质 总体 感觉 好 容量 大 够用 上 是 牌子 是 老粉 呢 ,消极,积极,38.226,积极
运行 速度 运行 速度 屏幕 效果 屏幕 效果 好 外形 外观 看上去 很 时尚 轻薄 程度 一般 散热 性能 好 ,积极,积极,21.79,积极
相信 京东 自营 商城 品牌 商品质量 包装 好 物流 快 送货上门 快递 员 服务 好 试用 轻薄 程度 轻薄 外形 外观 美观 ,积极,积极,33.478,积极
外形 外观 大气 简洁 轻薄 程度 有点 重 屏幕 效果 很 清晰 了 ,积极,积极,15.214,积极
运行 速度 开机 快 屏幕 效果 不错 散热 性能 值得 信赖 外形 外观 超出 预期 很 喜欢 轻薄 程度 惊喜 薄太 特色 快递 快 头 下单 送货 ,积极,积极,24.495,积极
笔记本电脑 轻薄 包装 完整 密封性 好 试用 比较满意 送 笔记本 皮包 手感 超级 棒 发货 快 收到 了 满意 ,积极,积极,24.043,积极
买 了 买 ,消极,积极,0.161,积极
送货 速度 包装 严实 无 损坏 整体 手感 不算 是 轻薄 外形 外观 方正 正面 金属 感 开机 速度 界面 简洁 清晰 分辨率 高 键盘 按键 灵活 散热 性能 好 配 电脑包 是 个 皮包 意想不到 ,积极,积极,28.811,积极
买 台 电脑 旧电脑 坏 了 需要 更换 平常 打 电脑游戏 使用 电脑 主要 处理 文字 表格 工作 加上 浏览 网页 看看 视频 电脑配置 要求 高 电脑 做 活动 价格比 平常 便宜 了 下单 了 京东 物流 货 到 了 联想 售后 不错 有 问题 打 客服 耐心 解释 懒 到 使用 时间 总计 不到 小时 ,消极,消极,8.972,积极
买 着 价格 实惠 ,积极,积极,4.142,积极
运行 速度 行 玩 联盟 性能 跟不上 屏幕 效果 有 护眼 卫士 好 散热 性能 散热 有点 不够 外形 外观 没得说 超爱 金属 质感 轻薄 程度 挺薄 手 无 缚鸡之力 感觉 电脑 是 容易 携带 特色 优惠 总体 四星 吧 ,积极,积极,32.792,积极
买 了 儿子 学习 玩游戏 够用 了 京东 送货 快 买回来 学习 了 不错 ,积极,积极,8.643,积极
京东 物流 快 下单 到 了 妹妹 买 说 收到 感觉 轻 薄 外观 看着 很大 气 买 时候 对比 了 品牌 性价比 高 很 喜欢 键盘 红点 键 操作 起来 很 方便 了 一段时间 说 大学 室友 电脑 贵 电脑 好 ,积极,积极,14.771,积极
有 需要 买 ,消极,积极,0.51,积极
运行 速度 新机 应该 评价 意义 大 屏幕 效果 清晰度 色彩 显示 ok 散热 性能 评价 算 深度 使用 CPU 温度 键盘 明显 感觉 到 发热 主要 看 情况 了 外形 外观 金属 材质 质感 唯一 颜色 想要 银白 偏灰 轻薄 程度 金属外壳 材质 轻薄 程度 勉强 接受 追求 达 不到 特色 电脑包 有点 不爽 ,消极,积极,27.264,积极
运行 速度 屏幕 效果 好 散热 性能 入手 待测 轻薄 程度 接受 外形 外观 美观 特色 看 客服 office 激活 教程 简单 激活 中 ,积极,积极,21.617,积极
拆开 没 使用 看起来 不错 ,积极,积极,4.645,积极
老公 是 联想 粉丝 电脑 联想 毫不犹豫 地 选择 了 联想 作为 外行 觉得 外观 很漂亮 颜色 赞 有点 重 老公 说 大 重 好 吧 希望 好用 吧 不要 卡 老公 是 来 办公 家里 电子产品 堆积如山 了 希望 能用 ,积极,积极,18.282,积极
运行 速度 快 外形 外观 好看 ,积极,积极,5.909,积极
老牌子 买 买 给读 大学 女儿 号 单 有点 不爽 掉价 快 女儿 了 说 下载 有点 慢 同 宿舍 同学 同价位 小米 是 小米 下载 较快 流畅 出现 卡顿 现象 觉得 配置 应该 慢 是 独显 固态 硬盘 有待 继续 观察 ,积极,积极,6.584,积极
散热 性能 特色 轻薄 屏幕 效果 起来 不错 运行 速度 配置 办公 不错 哦 轻薄 程度 外形 外观 设计 经典 ,积极,积极,26.913,积极
运行 速度 屏幕 效果 画面 很 清晰 散热 性能 有 发热 影响 外形 外观 大气 高端 轻薄 程度 携带 很 便利 特色 后续 使用 时 来 评论 ,积极,积极,20.967,积极
品牌 选中 了 联想 thinkpad 品质 如 质量 值得 信赖 银色 外观 黑色 键盘 外观 很 时尚 屏幕 不大不小 着 正好 手感 好 硬盘 够 大 固态 硬盘 机械 硬盘 满意 按键 好 经典 触感 好 使用 固态 硬盘 开机 快 ,积极,积极,34.321,积极
轻薄 程度 很 轻 很 薄 便于 外出 携带 咖啡厅 做事 按键 手感 好 装 了 正版 win10 office 还有 双硬盘 性价比 不错 拿到 手 时候 弄 了 激活 office 总 说 登录 重置 密码 激活 网站 难 登录 了 没想到 微软 大 公司 激活 系统 差 收到 系统 驱动 软件 大 升级 遇到 问题 名称 忘 了 知道 联想 装 是 ,消极,消极,15.481,积极
孩子 生日礼物 ,消极,积极,-0.044,消极
运行 速度 屏幕 效果 大屏幕 散热 性能 好 外形 外观 不错 轻薄 程度 特色 有 语音 提示 安装 方便 ,积极,积极,22.971,积极
帮 单位 采 外观 好看 确实 轻薄 简洁 时尚 无敌 喜欢 很 不错 物流 超级 快 喜欢 京东 物流 速度 很 开心 ,积极,积极,30.069,积极
运行 速度 买来 程序开发 不会 卡顿 屏幕 效果 好 散热 性能 风扇 声音 不大 ,积极,积极,6.033,积极
电脑 很 不错 试了试 手感 好 流畅 办公 应该 绰绰有余 鼠标 没有 鼠标垫 没有 电脑包 没有 键盘 膜 没有 ,积极,积极,10.743,积极
运行 速度 打游戏 没事 散热 性能 没有 散热 特色 买 时候 没事 爱 死 个 机 想 买 个 看着 好看 花瓶 请 下手 不要 想着 打游戏 打 LOL 装 了 散热器 fps 装 散热 不要 想 办公 PS 闪退 来不及 保存 买 了 也不亏 学会 修 电脑 了 ,积极,消极,5.219,积极
运行 速度 速度 开机 了 外形 外观 超薄 高大 轻薄 程度 超薄 机身 喜欢 银色 低调 奢华 特色 没有 让 失望 ,积极,积极,23.752,积极
电脑 很棒 美滋滋 运行 速度 快 很 薄 送 个 鼠标 加包 好 了 ,积极,积极,5.009,积极
运行 速度 好 屏幕 效果 好 外形 外观 颜色 很 好看 贴 了 个膜 漂亮 了 特色 预装 好 了 办公 软件 开机 激活 能 ,积极,积极,21.371,积极
运行 速度 速度 屏幕 效果 屏幕 清晰 无亮点 散热 性能 散热 效果 好 外形 外观 外观 大气 轻薄 程度 很 轻薄 特色 操作 简单 ,积极,积极,25.948,积极
买 了 券 入手 运行 速度 一般 屏幕 效果 好 散热 不错 一般 基本上 没有 散热 声音 外观 看着 小巧 电池 可拆卸 开始 没有 电池 呢 算是 轻薄 唯一 感觉 纠结 是 打开 东西 了 清楚 会 不会 卡 后续 体验 了 来 评价 吧 ,积极,积极,20.684,积极
双 入手 送到 没有 赠品 感觉 基础 工业 包装 SSD 固态 硬盘 机械 硬盘 启动 速度 是 快 了 预装 基本 操作系统 要 安装 了 没有 要求 打游戏 处理 文档 浏览 网页 看看 视频 配置 差不多 够 了 内置 电池 可拆卸 电池 起来 感觉 方便 ,消极,积极,13.402,积极
太卡 了能 卡死 看 视频 ,积极,积极,-0.34,消极
做 活动 购买 性价比 高 值得 信赖 ,积极,积极,8.202,积极
金属 材质 坚固耐用 直角 显得 硬朗 冰原 银 配色 显得 有 金属 质感 磨砂 处理 表面 增加 手感 舒适度 使用 耐磨 度 轻薄 易 携带 是 适合 商务 办公 笔记本 运行 速度 快 续航 能力 强 激活 office 出现 问题 客服 工程师 耐心 细致 值得 信任 价格 波动 较大 隔 块钱 ,积极,积极,41.092,积极
运行 速度 慢 买 卡 只下 了 爱奇艺 QQ 音乐 什么游戏 没下 卡 气死 了 搞 工作 突然 蓝屏 ,积极,积极,2.938,积极
想 买 ThinkPad 女朋友 要换 电脑 看中 了 颜值 在线 轻薄 速度 办公 无 压力 ,积极,积极,5.731,积极
运行 速度 是 办公 笔记本 i5CPU 办公 游戏 是 屏幕 效果 办公 个人感觉 散热 性能 到 小时 听 不到 散热 声音 散热 外形 外观 银灰色 男女 使用 感觉 黑色 看 轻薄 程度 厚度 中等 吧 接受 厚度 开机 跟着 指引 操作 需要 专业人士 操作 联网 系统 补丁 下载 安装 软件 使用 京东 家 体验 网上 下单 到 超棒 ,消极,积极,23.65,积极
运行 速度 速度 快 ,积极,积极,1.819,积极
老公 买 电脑 对比 了 差不多 电脑 决定 购买 觉得 性价比 高 了 等到 特价 了 入手 京东 快递 大家 知道 超级 快 一般 着急 东西 京东 自营 买准 没错 到货 老公 打开 外观 简单 银色 金属 质感 键盘 设计 不错 手感 好 开机 傻瓜式 自动 安装 懂 电脑 很 容易 完成 开机 速度 win10 系统 得 适应 一段时间 是 趋势 性价比 不错 值得 购买 ,消极,积极,47.55,积极
帮 小 侄子 买 笔记本 千挑万 选 啊 大家 建议 选 联想 联想 售后服务 是 不错 笔记本 适用 一般 用户 性价比 高 玩游戏 有 要求 作图 有 要求 选择 高 配置 支持 联想 支持 国产 配件 有 鼠标 完美 了 ,消极,积极,38.751,积极
垃圾 东西 买 后悔 了 开 不了 机 屏幕 闪蓝 屏 黑屏 质量 问题 不能 退 霸王 条款 不用 知道 会 有 质量 问题 客服 找 售后 没有 作用 售后 打不开 毛 爷爷 打水漂 了 质量 问题 不能 处理 小毛病 懒得 说 了 大小 毛病 下单 慎重 ,消极,消极,-14.072,消极
了 帮 人 买 感觉 是 不错 ,积极,积极,1.013,积极
运行 速度 速度 屏幕 效果 一般 联想 电脑 管家 电池 管理 显示 字体 很 模糊 售后 工程师 指导 工具 修复 使用 分辨率 重要 是 买 是 新 电脑 啊 会 出现 需 修复 情况 呢 有点 失望 ,积极,积极,9.044,积极
电脑 整体 不错 运行 速度 新 电脑 没有 贴防 拆封 条 螺丝 孔 没有 贴防 拆封 条 感觉 买 了 台 二手电脑 ,积极,积极,8.778,积极
电脑 送 了 电脑包 没有 鼠标 外观 银色 简单 大方 开机 速度 超级 快 知道 是不是 没装 软件 原因 实体店 低 配置 知道 回事 不算 重 散热 功能 良好 整体 好 值得 信赖 大 品牌 ,积极,积极,19.475,积极
收到 货 开机 试了试 很 轻薄 没 运行 过 大 软件 win10 系统 着 适应 ,积极,积极,3.114,积极
笔记本 关注 了有 时间 双 决定 下单 关注 时 降价 京东 物流 赞 双 下单 不到 小时 送到 笔记本 赞 收到 货后 是 心花怒放 满意 了 联想 客服 赞 激活 系统 office 办公 软件 无法 激活 联想 客服 打电话 说明 情况 客服 话 是 带来 致歉 听 心里 热乎乎 客服 指导 成功 激活 office 着 舒心 记不得 是 京东 下单 了 记得 是 京东 买 联想 电脑 是 京东 购买 联想家 悦 S520 台式 电脑 很棒 得 说 联想 不愧 是 电脑 行业 超大 品牌 发自内心 喊 联想 京东 ,消极,消极,55.803,积极
外形 外观 散热 性能 轻薄 程度 屏幕 效果 运行 速度 ,积极,积极,10.327,积极
运行 速度 开机 爽 屏幕 效果 分辨率 高 显示 效果 好 散热 性能 玩 大型 游戏 没 问题 外形 外观 办公 使用 过 是 老婆 买 喜欢 外观 轻薄 程度 很 合适 配 电脑包 合适 特色 快递 小哥 力 服务态度 好 ,积极,积极,31.266,积极
轻薄 程度 轻薄 适中 轻便 好 运行 速度 开机 操作系统 是 是 正版 特色 常用软件 是 正版 一键 安装 方便 好 ,积极,积极,22.348,积极
运行 速度 开机 响应 快 开 有点 夸张 快 普通 硬盘 固态 硬盘 优势 所在 屏幕 效果 清晰 画质 细腻 不愧 是 独立 显卡 散热 性能 没 运行 大 程序 主要 用于 办公 看 散热 好 外形 外观 平整 外观 磨砂 质感 上档次 轻薄 程度 很 平整 好 拿 属于 小巧 型 苹果 超薄 有 区别 ,消极,积极,46.355,积极
电脑 收到 了 送给 客户 包装 完好 送货 效率高 满意 购物 经历 ,积极,积极,10.96,积极
屏幕 大小 适中 清晰 新机 没有 应用 运行 速度 快 外观设计 不错 要求 高 自用 好 ,积极,积极,17.251,积极
本本 性价比 无敌 i5 核 线程 没有 挤牙膏 G 内存 做 图 足够 了 固态 做 系统盘 启动 超快 大容量 机械 存 数据 固态 加 机械 应该 是 完美 组合 笔记本 追求 超薄 超薄 只能 舍弃 功能 比如 去掉 网线 口 减少 usb 款本 很 厚 有 完整 网线 接口 起来 方便 ,消极,积极,20.21,积极
没有 使用 说明书 电脑 是 产 感觉 是 翻新 机 ,消极,积极,0.501,积极
运行 速度 秒 开机 屏幕 效果 清晰 散热 性能 热 外形 外观 好看 轻薄 程度 便携 ,积极,积极,10.399,积极
物流 快 东西 好 实体店 买 便宜 了 强烈推荐 物流 小哥 力 ,积极,积极,6.835,积极
运行 速度 开机 屏幕 效果 不错 轻薄 程度 轻薄 办公 好 ,积极,积极,11.636,积极
外形 外观 有点 重 厚度 有 习惯 超薄 轻 同学 要 注意 看起来 有 档次 ,消极,积极,11.276,积极
很 经典 电脑 手感 好 机身 很 薄 速度 行 硬盘 大 办公 足够 了 想 买 黑色 黑色 更酷 活动 价 实惠 颜色 小 缺撼 性价比 不错 实际 发现 颜值 不错 属于 耐看 型 后悔 买 ,积极,积极,28.86,积极
运行 速度 运行 好 屏幕 效果 屏幕 棒 高清 没有 反光 分辨率 超级 棒 散热 性能 很 容易 发热 散热 挺快 外形 外观 外形 很 小巧 适合 女生 办公 方便 携带 轻薄 程度 轻薄 ,消极,积极,29.059,积极
运行 速度 好 屏幕 效果 好 轻薄 程度 好 外形 外观 好 ,积极,积极,16.505,积极
选来 选去 配置 好 速度 快 性能 好 win10 系统 不怎么 好 习惯 ,积极,积极,7.683,积极
运行 速度 屏幕 效果 好 散热 性能 外形 外观 大方 轻薄 程度 中等 降价 呐 表示 无 语 ,积极,积极,14.759,积极
运行 速度 因特尔 i5 处理器 运营 速度 屏幕 效果 屏幕 色彩 分辨率 价位 说 不错 特色 电脑 是 买 弟弟 大学 继续 选择 联想 大学 时候 联想 笔记本 到 了 电脑 毛病 没有 质量 没得说 电脑配置 有点 跟不上 潮流 了 看 电影 办公 游戏 运行 流畅 赞 ,消极,积极,20.759,积极
整体 感觉 不错 没送 连 鼠标 没有 屏 不错 ,积极,积极,4.463,积极
运行 速度 挺快 没有 网上 说 不堪 方面 好 个人 好 ,积极,积极,3.62,积极
提醒 京东 买 家电 朋友 不要 去 买 延保 碎 屏保 全保 买 时候 说 保 出 了 问题 借口 保 买 了 会 白白 京东 送 钱 纯粹 骗钱 行为 体验 帮 老师 京东 买 了 康佳 电视 担心 质量 问题 买 了 碎 屏保 出 问题 了 理由 保 说 是 京东 帮 服务 店 下单 说 叫 去 查实 说 帮别人 买 保 网上 咨询 客服 是 保 说 下单 地址 是 学校 保 问 下单 时 说 网上 咨询 客服 是 是 理解 到 保 联系 是 京东 金融 个人 业务 工号 客服 说 不能 履约 是 网上 客服 和延保 客服 聊天记录 ,消极,消极,27.604,积极
散热 性能 好 运行 速度 快 轻薄 程度 轻 外形 外观 靓 屏幕 效果 好 ,积极,积极,16.506,积极
一般 包鼠 电池 先用 吧 用户 未填写 评价 内容 ,积极,积极,2.367,积极
运行 速度 屏幕 效果 用惯 了 得 适应 散热 性能 姮 好 外形 外观 漂亮 轻薄 程度 薄 了 特色 系统 装好 吗 预装 系统 得 花 时间 去 装 没有 鼠标 配 方便 ,积极,积极,24.651,积极
运行 速度 够用 屏幕 效果 p 屏幕 字体 需要 放大 显示 清晰 外形 外观 外观 硬朗 偏 商务 轻薄 程度 不算 轻薄 还行 散热 性能 一般 情况 够用 特色 FN 键 设置 反 人类 CTRL 键 位置 做 文档 表格 快捷键 时 老 是 会 错 ,积极,积极,8.498,积极
特色 rlm zwnj zwj zwnj zwnj zwj lrm rlm zwj rlm zwnj zwj zwnj zwnj zwj lrm rlm zwj 不错 不错 想象 好 有点 沉 ,积极,积极,9.676,积极
看 了 下单 了 电脑 质量 好 开机 好 ,消极,积极,3.072,积极
屏幕 效果 不错 特色 喜欢 买 牌子 散热 性能 好 外形 外观 美 运行 速度 快 轻薄 程度 轻 ,积极,积极,21.35,积极
好 简单 上课 不错 ,积极,积极,4.806,积极
货真价实 外型 很 不错 连 个 鼠标 不配 不够意思 吧 ,积极,积极,1.215,积极
是 THINK 用户 外形 大气 手感 不错 用于 商务 外出 办工 足够 了 屏幕 清晰 伤眼 上网 速度 快 键盘 手感 好 内存 够 大 方面 显示 着 价格 同等 比较满意 ,积极,积极,20.24,积极
